Building_ID,Floor,Zone,Room_ID,Day_Type,Season,Indoor_Temperature_C,Outdoor_Temperature_C,Humidity_Percent,CO2_ppm,Occupancy,HVAC_Status,HVAC_Mode,HVAC_Setpoint_C,Lighting_Level_Percent,Equipment_Load_kW,Solar_Radiation_Wm2,Wind_Speed_mps,Electricity_Price_per_kWh,Renewable_Generation_kWh,Energy_Consumption_kWh,Carbon_Emission_kgCO2,Comfort_Score,Predicted_Energy_kWh,Recommended_HVAC_Setpoint_C,Expected_Energy_Saving_Percent,AI_Action,Hour,Day,Month,Year,DayOfWeek,WeekOfYear,Quarter,IsWeekend
B1,2,Zone-7,Room-114,Weekend,Winter,23.93,17.76,60.6,447,1,ON,Ventilation,24,60,5.17,0.0,3.05,0.1,0.0,38.29,31.4,97.5,37.32,25,12,Increase HVAC setpoint,6,25,1,2025,5,4,1,1
B1,2,Zone-2,Room-108,Weekend,Winter,23.83,17.15,53.0,537,7,ON,Ventilation,24,60,6.72,207.1,2.18,0.1,0.52,42.46,34.82,98.6,42.66,25,12,Dim lighting,7,25,1,2025,5,4,1,1
B1,4,Zone-2,Room-131,Weekend,Winter,23.6,17.17,64.0,523,6,ON,Ventilation,24,60,5.98,400.0,3.69,0.1,1.0,40.31,33.05,95.2,40.3,25,12,Shift non-critical loads,8,25,1,2025,5,4,1,1
B1,1,Zone-3,Room-106,Weekend,Winter,23.75,17.92,52.3,607,11,ON,Ventilation,24,60,7.06,565.7,3.57,0.15,1.41,46.94,38.49,98.3,45.09,24,8,Decrease HVAC setpoint,9,25,1,2025,5,4,1,1
B1,3,Zone-8,Room-115,Weekend,Winter,23.45,16.93,54.5,444,2,ON,Ventilation,24,60,5.74,692.8,2.36,0.15,1.73,37.64,30.86,96.3,39.63,25,12,Shift non-critical loads,10,25,1,2025,5,4,1,1
B1,4,Zone-6,Room-117,Weekend,Winter,23.68,20.21,48.9,470,4,ON,Ventilation,24,60,5.43,772.7,3.79,0.15,1.93,37.23,30.53,98.2,35.82,25,12,Increase ventilation,11,25,1,2025,5,4,1,1
B1,1,Zone-2,Room-136,Weekend,Winter,23.62,20.85,48.0,486,4,ON,Ventilation,24,60,5.59,800.0,5.03,0.15,2.0,38.32,31.42,97.7,36.8,25,12,Increase HVAC setpoint,12,25,1,2025,5,4,1,1
B1,1,Zone-8,Room-149,Weekend,Winter,23.2,22.11,55.9,482,5,ON,Ventilation,24,60,5.88,772.7,2.15,0.15,1.93,39.34,32.26,94.8,39.76,25,12,Decrease HVAC setpoint,13,25,1,2025,5,4,1,1
B1,1,Zone-5,Room-117,Weekend,Winter,23.18,23.09,57.8,513,7,ON,Ventilation,24,60,6.52,692.8,3.56,0.15,1.73,44.68,36.64,94.3,43.77,25,12,Increase ventilation,14,25,1,2025,5,4,1,1
B1,4,Zone-5,Room-125,Weekend,Winter,23.68,26.17,43.8,574,9,ON,Cooling,24,60,6.64,565.7,2.21,0.15,1.41,50.77,41.63,97.1,49.93,25,12,Dim lighting,15,25,1,2025,5,4,1,1
B1,4,Zone-3,Room-146,Weekend,Winter,23.28,28.0,64.8,419,1,ON,Cooling,24,60,4.96,400.0,2.86,0.15,1.0,44.3,36.33,93.4,45.97,25,12,Decrease HVAC setpoint,16,25,1,2025,5,4,1,1
B1,3,Zone-6,Room-110,Weekend,Winter,23.76,29.21,50.4,512,5,ON,Cooling,24,60,5.61,207.1,3.78,0.15,0.52,49.42,40.52,98.7,48.46,25,12,Increase ventilation,17,25,1,2025,5,4,1,1
B1,2,Zone-3,Room-129,Weekend,Winter,24.09,29.63,57.7,548,8,ON,Cooling,24,60,6.85,0.0,2.23,0.18,0.0,55.66,45.64,98.0,55.35,25,12,Increase HVAC setpoint,18,25,1,2025,5,4,1,1
B1,5,Zone-1,Room-129,Weekend,Winter,24.09,31.78,49.2,419,0,ON,Cooling,24,10,5.37,0.0,3.96,0.18,0.0,48.29,39.6,99.4,49.1,25,12,Dim lighting,19,25,1,2025,5,4,1,1
B1,1,Zone-3,Room-144,Weekend,Winter,23.9,31.82,58.9,443,0,ON,Cooling,24,10,4.59,0.0,2.53,0.18,0.0,47.97,39.34,97.7,46.91,25,12,Dim lighting,20,25,1,2025,5,4,1,1
B1,5,Zone-8,Room-136,Weekend,Winter,24.19,31.55,54.9,548,8,ON,Cooling,24,60,6.23,0.0,1.77,0.18,0.0,56.62,46.43,98.1,58.12,25,12,Maintain settings,21,25,1,2025,5,4,1,1
B1,3,Zone-8,Room-133,Weekend,Winter,24.18,29.53,52.5,490,4,ON,Cooling,24,60,5.7,0.0,2.0,0.18,0.0,49.11,40.27,98.6,47.69,25,12,Decrease HVAC setpoint,22,25,1,2025,5,4,1,1
B1,3,Zone-7,Room-129,Weekend,Winter,23.08,28.61,59.4,539,7,ON,Cooling,24,60,6.02,0.0,3.29,0.1,0.0,53.33,43.73,93.5,52.6,25,12,Increase ventilation,23,25,1,2025,5,4,1,1
B1,4,Zone-3,Room-145,Weekend,Winter,23.93,26.34,45.7,539,6,ON,Cooling,24,60,5.75,0.0,2.76,0.1,0.0,47.33,38.81,98.8,49.26,25,12,Shift non-critical loads,0,26,1,2025,6,4,1,1
B1,1,Zone-2,Room-127,Weekend,Winter,23.17,24.82,60.9,451,1,ON,Ventilation,24,60,4.69,0.0,1.74,0.1,0.0,41.23,33.81,93.7,41.95,25,12,Dim lighting,1,26,1,2025,6,4,1,1
B1,2,Zone-8,Room-114,Weekend,Winter,23.64,22.92,48.9,518,7,ON,Ventilation,24,60,6.68,0.0,3.31,0.1,0.0,44.83,36.76,98.0,44.63,25,12,Shift non-critical loads,2,26,1,2025,6,4,1,1
B1,2,Zone-5,Room-142,Weekend,Winter,23.21,21.15,63.0,442,0,OFF,Ventilation,28,10,4.79,0.0,2.78,0.1,0.0,35.16,28.83,93.5,33.55,25,8,Shift non-critical loads,3,26,1,2025,6,4,1,1
B1,4,Zone-4,Room-141,Weekend,Winter,24.05,20.8,50.9,441,1,ON,Ventilation,24,60,5.62,0.0,2.73,0.1,0.0,39.12,32.08,99.6,40.33,25,12,Maintain settings,4,26,1,2025,6,4,1,1
B1,5,Zone-8,Room-126,Weekend,Winter,23.12,19.68,64.7,478,3,ON,Ventilation,24,60,5.41,0.0,2.95,0.1,0.0,41.08,33.69,92.7,40.75,25,12,Decrease HVAC setpoint,5,26,1,2025,6,4,1,1
B1,2,Zone-6,Room-109,Weekend,Winter,23.08,17.05,53.0,517,5,ON,Ventilation,24,60,6.25,0.0,2.34,0.1,0.0,42.08,34.51,94.8,41.66,25,12,Decrease HVAC setpoint,6,26,1,2025,6,4,1,1
B1,3,Zone-7,Room-128,Weekend,Winter,23.06,17.96,60.3,421,0,OFF,Ventilation,28,10,5.44,207.1,1.4,0.1,0.52,36.41,29.86,93.2,35.13,25,8,Decrease HVAC setpoint,7,26,1,2025,6,4,1,1
B1,5,Zone-5,Room-124,Weekend,Winter,23.36,17.54,48.5,487,5,ON,Ventilation,24,60,6.0,400.0,3.38,0.1,1.0,42.06,34.49,96.5,42.3,25,12,Shift non-critical loads,8,26,1,2025,6,4,1,1
B1,4,Zone-7,Room-129,Weekend,Winter,23.54,17.35,52.4,485,5,ON,Ventilation,24,60,6.33,565.7,4.07,0.15,1.41,41.35,33.91,97.2,39.76,25,12,Increase HVAC setpoint,9,26,1,2025,6,4,1,1
B1,5,Zone-4,Room-139,Weekend,Winter,23.21,19.04,61.8,474,3,ON,Ventilation,24,60,5.17,692.8,4.25,0.15,1.73,37.93,31.1,93.7,39.07,25,12,Reduce ventilation,10,26,1,2025,6,4,1,1
B1,3,Zone-5,Room-128,Weekend,Winter,23.65,19.01,66.8,570,8,ON,Ventilation,24,60,6.44,772.7,3.25,0.15,1.93,44.81,36.74,94.9,45.23,25,12,Increase ventilation,11,26,1,2025,6,4,1,1
B1,3,Zone-3,Room-132,Weekend,Winter,23.72,21.26,55.5,481,5,ON,Ventilation,24,60,6.36,800.0,4.16,0.15,2.0,42.18,34.59,97.5,42.0,25,12,Increase ventilation,12,26,1,2025,6,4,1,1
B1,2,Zone-2,Room-116,Weekend,Winter,23.48,22.12,65.9,414,0,OFF,Ventilation,28,10,5.45,772.7,4.23,0.15,1.93,35.93,29.46,94.2,37.9,25,8,Increase ventilation,13,26,1,2025,6,4,1,1
B1,2,Zone-2,Room-129,Weekend,Winter,24.06,23.84,43.7,555,7,ON,Ventilation,24,60,6.64,692.8,3.21,0.15,1.73,43.26,35.47,98.5,45.04,25,12,Increase HVAC setpoint,14,26,1,2025,6,4,1,1
B1,5,Zone-6,Room-137,Weekend,Winter,23.74,26.22,45.4,448,3,ON,Cooling,24,60,5.41,565.7,1.69,0.15,1.41,45.46,37.28,97.8,46.27,25,12,Increase HVAC setpoint,15,26,1,2025,6,4,1,1
B1,2,Zone-8,Room-130,Weekend,Winter,23.06,27.61,52.0,515,5,ON,Cooling,24,60,5.99,400.0,2.72,0.15,1.0,46.75,38.34,94.9,47.74,25,12,Increase ventilation,16,26,1,2025,6,4,1,1
B1,2,Zone-3,Room-147,Weekend,Winter,24.1,28.75,52.7,570,8,ON,Cooling,24,60,6.59,207.1,1.69,0.15,0.52,50.98,41.8,99.0,50.31,25,12,Maintain settings,17,26,1,2025,6,4,1,1
B1,4,Zone-5,Room-127,Weekend,Winter,23.21,30.03,59.8,435,1,ON,Cooling,24,60,5.6,0.0,3.19,0.18,0.0,48.51,39.78,94.1,46.88,25,12,Increase ventilation,18,26,1,2025,6,4,1,1
B1,3,Zone-2,Room-129,Weekend,Winter,23.79,31.48,55.7,540,6,ON,Cooling,24,60,6.05,0.0,2.87,0.18,0.0,52.87,43.35,97.8,52.37,25,12,Increase ventilation,19,26,1,2025,6,4,1,1
B1,4,Zone-8,Room-145,Weekend,Winter,23.4,29.87,47.8,504,5,ON,Cooling,24,60,6.34,0.0,1.97,0.18,0.0,53.16,43.59,96.6,52.8,25,12,Maintain settings,20,26,1,2025,6,4,1,1
B1,3,Zone-4,Room-126,Weekend,Winter,23.84,31.06,44.7,450,3,ON,Cooling,24,60,5.56,0.0,4.09,0.18,0.0,51.59,42.3,98.1,51.36,25,12,Increase ventilation,21,26,1,2025,6,4,1,1
B1,5,Zone-7,Room-136,Weekend,Winter,24.07,29.99,50.4,445,1,ON,Cooling,24,60,5.03,0.0,3.36,0.18,0.0,46.86,38.43,99.6,45.28,25,12,Increase HVAC setpoint,22,26,1,2025,6,4,1,1
B1,1,Zone-6,Room-124,Weekend,Winter,23.72,28.06,51.0,521,7,ON,Cooling,24,60,6.21,0.0,3.18,0.1,0.0,51.88,42.54,98.4,51.89,25,12,Increase HVAC setpoint,23,26,1,2025,6,4,1,1
B1,3,Zone-8,Room-134,Weekday,Winter,23.09,26.71,47.1,406,0,OFF,Cooling,28,10,5.2,0.0,2.93,0.1,0.0,40.27,33.02,94.9,40.32,25,8,Dim lighting,0,27,1,2025,0,5,1,0
B1,3,Zone-6,Room-131,Weekday,Winter,23.5,25.51,67.0,455,3,ON,Cooling,24,60,5.33,0.0,1.53,0.1,0.0,45.53,37.33,94.1,44.69,25,12,Maintain settings,1,27,1,2025,0,5,1,0
B1,5,Zone-2,Room-146,Weekday,Winter,23.91,25.1,53.1,691,16,ON,Cooling,24,60,8.11,0.0,3.75,0.1,0.0,54.81,44.94,98.9,55.85,24,8,Dim lighting,2,27,1,2025,0,5,1,0
B1,5,Zone-7,Room-122,Weekday,Winter,23.06,22.65,59.6,496,5,ON,Ventilation,24,60,5.76,0.0,4.85,0.1,0.0,40.5,33.21,93.4,41.96,25,12,Decrease HVAC setpoint,3,27,1,2025,0,5,1,0
B1,5,Zone-5,Room-130,Weekday,Winter,24.17,20.26,49.8,625,14,ON,Ventilation,24,60,7.78,0.0,2.52,0.1,0.0,50.29,41.24,99.1,50.12,24,8,Maintain settings,4,27,1,2025,0,5,1,0
B1,2,Zone-5,Room-138,Weekday,Winter,23.44,18.09,60.1,504,5,ON,Ventilation,24,60,5.72,0.0,2.29,0.1,0.0,41.65,34.15,95.2,43.31,25,12,Maintain settings,5,27,1,2025,0,5,1,0
B1,3,Zone-2,Room-136,Weekday,Winter,23.92,17.18,53.3,718,18,ON,Ventilation,24,60,7.87,0.0,3.92,0.1,0.0,53.43,43.81,98.9,53.03,24,8,Increase ventilation,6,27,1,2025,0,5,1,0
B1,4,Zone-6,Room-112,Weekday,Winter,23.18,18.28,66.0,395,0,OFF,Ventilation,28,10,5.11,207.1,5.11,0.1,0.52,34.4,28.21,92.7,33.69,25,8,Shift non-critical loads,7,27,1,2025,0,5,1,0
B1,3,Zone-6,Room-118,Weekday,Winter,25.35,17.84,62.4,1278,53,ON,Ventilation,24,90,14.99,400.0,4.38,0.1,1.0,86.78,71.16,69.1,86.54,24,8,Increase ventilation,8,27,1,2025,0,5,1,0
B1,5,Zone-8,Room-110,Weekday,Winter,24.76,16.67,58.3,1033,39,ON,Ventilation,24,90,12.02,565.7,2.18,0.15,1.41,74.37,60.98,84.0,73.15,24,8,Reduce ventilation,9,27,1,2025,0,5,1,0
B1,5,Zone-4,Room-127,Weekday,Winter,24.57,18.22,52.0,1090,42,ON,Ventilation,24,90,12.32,692.8,2.45,0.15,1.73,75.04,61.53,83.6,74.51,24,8,Decrease HVAC setpoint,10,27,1,2025,0,5,1,0
B1,5,Zone-5,Room-143,Weekday,Winter,24.47,19.87,54.5,1360,58,ON,Ventilation,24,90,15.48,772.7,3.08,0.15,1.93,90.85,74.5,71.3,91.31,24,8,Increase HVAC setpoint,11,27,1,2025,0,5,1,0
B1,2,Zone-8,Room-114,Weekday,Winter,23.92,19.57,48.8,943,33,ON,Ventilation,24,90,10.57,800.0,3.33,0.15,2.0,67.01,54.95,92.9,65.3,24,8,Reduce ventilation,12,27,1,2025,0,5,1,0
B1,2,Zone-2,Room-131,Weekday,Winter,24.01,22.38,43.9,995,37,ON,Ventilation,24,90,11.43,772.7,0.5,0.15,1.93,70.99,58.21,89.9,72.34,24,8,Increase ventilation,13,27,1,2025,0,5,1,0
B1,1,Zone-5,Room-132,Weekday,Winter,25.19,25.17,67.0,1119,45,ON,Cooling,24,90,13.28,692.8,2.72,0.15,1.73,83.51,68.48,76.2,81.75,24,8,Increase HVAC setpoint,14,27,1,2025,0,5,1,0
B1,2,Zone-7,Room-129,Weekday,Winter,25.09,25.96,54.7,1276,54,ON,Cooling,24,90,15.05,565.7,1.81,0.15,1.41,92.06,75.49,72.0,93.75,24,8,Dim lighting,15,27,1,2025,0,5,1,0
B1,5,Zone-8,Room-119,Weekday,Winter,24.21,28.22,57.1,1135,44,ON,Cooling,24,90,12.91,400.0,0.5,0.15,1.0,85.01,69.71,82.3,86.12,24,8,Shift non-critical loads,16,27,1,2025,0,5,1,0
B1,5,Zone-2,Room-118,Weekday,Winter,24.47,28.89,44.8,1135,44,ON,Cooling,24,90,12.48,207.1,2.03,0.15,0.52,86.37,70.82,81.4,86.95,24,8,Increase ventilation,17,27,1,2025,0,5,1,0
B1,4,Zone-7,Room-125,Weekday,Winter,23.49,30.52,64.6,699,16,ON,Cooling,24,60,7.61,0.0,1.7,0.18,0.0,62.53,51.27,94.5,62.94,24,8,Maintain settings,18,27,1,2025,0,5,1,0
B1,5,Zone-6,Room-109,Weekday,Winter,23.69,30.43,65.5,517,6,ON,Cooling,24,60,6.51,0.0,2.75,0.18,0.0,53.45,43.83,95.3,53.67,25,12,Shift non-critical loads,19,27,1,2025,0,5,1,0
B1,3,Zone-7,Room-150,Weekday,Winter,23.6,30.94,49.2,438,0,ON,Cooling,24,10,4.87,0.0,2.83,0.18,0.0,46.2,37.88,97.8,47.11,25,12,Increase HVAC setpoint,20,27,1,2025,0,5,1,0
B1,3,Zone-6,Room-122,Weekday,Winter,23.6,30.42,65.6,540,7,ON,Cooling,24,60,6.4,0.0,2.29,0.18,0.0,55.65,45.63,94.9,56.74,25,12,Reduce ventilation,21,27,1,2025,0,5,1,0
B1,3,Zone-3,Room-129,Weekday,Winter,23.09,29.87,58.0,435,0,ON,Cooling,24,10,4.76,0.0,3.04,0.18,0.0,43.9,36.0,93.9,43.15,25,12,Decrease HVAC setpoint,22,27,1,2025,0,5,1,0
B1,4,Zone-4,Room-106,Weekday,Winter,23.55,28.43,51.3,413,0,OFF,Cooling,28,10,4.79,0.0,4.89,0.1,0.0,42.4,34.77,97.5,43.78,25,8,Increase HVAC setpoint,23,27,1,2025,0,5,1,0
B1,5,Zone-4,Room-136,Weekday,Winter,23.57,27.28,43.7,609,12,ON,Cooling,24,60,6.79,0.0,2.22,0.1,0.0,54.19,44.44,96.6,54.26,24,8,Reduce ventilation,0,28,1,2025,1,5,1,0
B1,5,Zone-3,Room-109,Weekday,Winter,23.95,25.07,52.5,417,0,OFF,Cooling,28,10,5.4,0.0,2.44,0.1,0.0,40.72,33.39,99.3,42.0,25,8,Maintain settings,1,28,1,2025,1,5,1,0
B1,3,Zone-4,Room-119,Weekday,Winter,23.49,23.77,48.7,504,6,ON,Ventilation,24,60,6.06,0.0,2.79,0.1,0.0,45.5,37.31,97.2,46.02,25,12,Increase ventilation,2,28,1,2025,1,5,1,0
B1,4,Zone-2,Room-145,Weekday,Winter,23.05,22.34,45.0,410,0,OFF,Ventilation,28,10,4.55,0.0,3.03,0.1,0.0,35.41,29.04,94.3,34.94,25,8,Reduce ventilation,3,28,1,2025,1,5,1,0
B1,4,Zone-6,Room-148,Weekday,Winter,23.9,19.46,65.7,599,11,ON,Ventilation,24,60,7.11,0.0,2.23,0.1,0.0,47.27,38.76,96.3,46.72,24,8,Increase HVAC setpoint,4,28,1,2025,1,5,1,0
B1,2,Zone-8,Room-137,Weekday,Winter,24.18,19.03,55.5,547,7,ON,Ventilation,24,60,5.99,0.0,4.09,0.1,0.0,44.28,36.31,98.0,45.92,25,12,Shift non-critical loads,5,28,1,2025,1,5,1,0
B1,5,Zone-8,Room-111,Weekday,Winter,23.42,17.06,55.7,432,0,OFF,Ventilation,28,10,5.34,0.0,4.43,0.1,0.0,36.0,29.52,96.0,36.87,25,8,Increase ventilation,6,28,1,2025,1,5,1,0
B1,5,Zone-7,Room-106,Weekday,Winter,23.23,16.53,59.2,478,4,ON,Ventilation,24,60,5.43,207.1,3.25,0.1,0.52,40.88,33.52,94.3,41.05,25,12,Maintain settings,7,28,1,2025,1,5,1,0
B1,1,Zone-6,Room-124,Weekday,Winter,24.36,16.3,64.8,1117,45,ON,Ventilation,24,90,13.53,400.0,3.32,0.1,1.0,78.21,64.13,80.8,76.85,24,8,Increase HVAC setpoint,8,28,1,2025,1,5,1,0
B1,4,Zone-1,Room-104,Weekday,Winter,24.06,17.36,63.5,1059,41,ON,Ventilation,24,90,12.51,565.7,3.61,0.15,1.41,75.21,61.67,85.2,74.13,24,8,Reduce ventilation,9,28,1,2025,1,5,1,0
B1,4,Zone-3,Room-122,Weekday,Winter,24.14,17.41,63.6,928,32,ON,Ventilation,24,90,10.64,692.8,3.33,0.15,1.73,67.03,54.96,90.8,66.61,24,8,Decrease HVAC setpoint,10,28,1,2025,1,5,1,0
B1,4,Zone-6,Room-118,Weekday,Winter,24.72,19.65,52.7,1158,47,ON,Ventilation,24,90,13.15,772.7,2.48,0.15,1.93,79.33,65.05,79.6,78.29,24,8,Shift non-critical loads,11,28,1,2025,1,5,1,0
B1,2,Zone-8,Room-147,Weekday,Winter,24.13,19.57,44.6,1054,40,ON,Ventilation,24,90,12.67,800.0,2.05,0.15,2.0,73.26,60.07,86.7,71.55,24,8,Decrease HVAC setpoint,12,28,1,2025,1,5,1,0
B1,3,Zone-2,Room-102,Weekday,Winter,24.6,21.92,64.2,1284,53,ON,Ventilation,24,90,14.56,772.7,2.95,0.15,1.93,86.76,71.14,72.2,86.57,24,8,Shift non-critical loads,13,28,1,2025,1,5,1,0
B1,3,Zone-2,Room-137,Weekday,Winter,24.29,24.42,54.8,812,23,ON,Ventilation,24,60,9.27,692.8,1.72,0.15,1.73,60.89,49.93,97.1,61.71,24,8,Maintain settings,14,28,1,2025,1,5,1,0
B1,3,Zone-8,Room-142,Weekday,Winter,25.05,26.98,49.7,1071,42,ON,Cooling,24,90,12.1,565.7,2.43,0.15,1.41,80.9,66.34,82.4,79.35,24,8,Decrease HVAC setpoint,15,28,1,2025,1,5,1,0
B1,3,Zone-4,Room-109,Weekday,Winter,24.22,28.55,65.2,1239,52,ON,Cooling,24,90,13.91,400.0,1.64,0.15,1.0,92.26,75.65,75.9,90.56,24,8,Dim lighting,16,28,1,2025,1,5,1,0
B1,2,Zone-3,Room-146,Weekday,Winter,24.99,29.93,66.6,1299,54,ON,Cooling,24,90,15.07,207.1,3.06,0.15,0.52,97.87,80.25,69.0,95.96,24,8,Shift non-critical loads,17,28,1,2025,1,5,1,0
B1,4,Zone-6,Room-125,Weekday,Winter,23.87,29.55,52.5,434,0,ON,Cooling,24,10,4.91,0.0,3.79,0.18,0.0,45.61,37.4,98.9,45.49,25,12,Increase ventilation,18,28,1,2025,1,5,1,0
B1,3,Zone-2,Room-128,Weekday,Winter,24.04,29.76,46.2,544,9,ON,Cooling,24,60,6.99,0.0,3.53,0.18,0.0,56.31,46.17,99.0,56.83,25,12,Reduce ventilation,19,28,1,2025,1,5,1,0
B1,4,Zone-1,Room-135,Weekday,Winter,23.6,30.39,60.4,404,0,ON,Cooling,24,10,4.63,0.0,3.36,0.18,0.0,47.47,38.93,95.9,47.74,25,12,Shift non-critical loads,20,28,1,2025,1,5,1,0
B1,1,Zone-3,Room-145,Weekday,Winter,24.03,30.36,46.5,426,0,ON,Cooling,24,10,4.97,0.0,2.37,0.18,0.0,45.7,37.47,99.1,44.13,25,12,Reduce ventilation,21,28,1,2025,1,5,1,0
B1,3,Zone-3,Room-130,Weekday,Winter,24.03,29.53,54.7,433,0,ON,Cooling,24,10,5.44,0.0,3.8,0.18,0.0,46.06,37.77,98.9,45.46,25,12,Decrease HVAC setpoint,22,28,1,2025,1,5,1,0
B1,3,Zone-6,Room-108,Weekday,Winter,23.94,30.13,57.7,458,1,ON,Cooling,24,60,5.13,0.0,1.86,0.1,0.0,49.13,40.29,98.2,48.3,25,12,Shift non-critical loads,23,28,1,2025,1,5,1,0
B1,3,Zone-4,Room-139,Weekday,Winter,24.0,26.8,53.1,442,0,OFF,Cooling,28,10,4.79,0.0,2.71,0.1,0.0,41.3,33.87,99.4,40.44,25,8,Increase ventilation,0,29,1,2025,2,5,1,0
B1,2,Zone-4,Room-132,Weekday,Winter,23.82,25.51,60.3,600,10,ON,Cooling,24,60,6.87,0.0,0.88,0.1,0.0,49.91,40.93,97.0,48.55,24,8,Increase HVAC setpoint,1,29,1,2025,2,5,1,0
B1,1,Zone-4,Room-111,Weekday,Winter,23.95,25.1,57.6,401,0,OFF,Cooling,28,10,4.93,0.0,2.18,0.1,0.0,38.67,31.71,98.2,38.26,25,8,Increase ventilation,2,29,1,2025,2,5,1,0
B1,5,Zone-6,Room-119,Weekday,Winter,24.1,21.39,45.1,605,13,ON,Ventilation,24,60,7.28,0.0,2.56,0.1,0.0,49.54,40.62,98.5,49.19,24,8,Increase ventilation,3,29,1,2025,2,5,1,0
B1,3,Zone-2,Room-136,Weekday,Winter,23.62,19.83,65.6,404,0,OFF,Ventilation,28,10,5.11,0.0,1.4,0.1,0.0,36.47,29.91,95.0,38.39,25,8,Increase HVAC setpoint,4,29,1,2025,2,5,1,0
B1,3,Zone-2,Room-124,Weekday,Winter,24.25,19.39,48.5,544,7,ON,Ventilation,24,60,6.48,0.0,5.06,0.1,0.0,42.8,35.1,98.4,42.93,25,12,Increase HVAC setpoint,5,29,1,2025,2,5,1,0
B1,2,Zone-5,Room-126,Weekday,Winter,23.98,17.11,43.2,427,1,ON,Ventilation,24,60,5.64,0.0,2.52,0.1,0.0,36.96,30.31,98.5,36.94,25,12,Maintain settings,6,29,1,2025,2,5,1,0
B1,3,Zone-7,Room-131,Weekday,Winter,23.97,17.66,50.3,465,3,ON,Ventilation,24,60,5.81,207.1,3.83,0.1,0.52,37.76,30.96,99.8,36.44,25,12,Increase ventilation,7,29,1,2025,2,5,1,0
B1,3,Zone-8,Room-133,Weekday,Winter,24.41,15.93,64.5,1352,58,ON,Ventilation,24,90,15.68,400.0,4.38,0.1,1.0,92.69,76.01,70.0,93.5,24,8,Reduce ventilation,8,29,1,2025,2,5,1,0
B1,1,Zone-5,Room-132,Weekday,Winter,24.95,17.16,66.3,1068,40,ON,Ventilation,24,90,11.75,565.7,3.29,0.15,1.41,74.94,61.45,79.8,73.24,24,8,Maintain settings,9,29,1,2025,2,5,1,0
B1,5,Zone-3,Room-137,Weekday,Winter,24.93,17.86,57.8,1008,37,ON,Ventilation,24,90,12.05,692.8,5.19,0.15,1.73,72.73,59.64,84.3,72.44,24,8,Maintain settings,10,29,1,2025,2,5,1,0
B1,4,Zone-6,Room-108,Weekday,Winter,23.87,19.58,52.1,1006,38,ON,Ventilation,24,90,11.52,772.7,3.05,0.15,1.93,73.04,59.89,89.6,72.24,24,8,Reduce ventilation,11,29,1,2025,2,5,1,0
B1,4,Zone-8,Room-139,Weekday,Winter,24.92,20.18,56.6,1241,51,ON,Ventilation,24,90,14.49,800.0,3.45,0.15,2.0,83.46,68.44,74.0,84.75,24,8,Dim lighting,12,29,1,2025,2,5,1,0
B1,5,Zone-7,Room-139,Weekday,Winter,24.84,21.49,64.8,1267,52,ON,Ventilation,24,90,14.66,772.7,4.83,0.15,1.93,86.79,71.17,71.6,87.03,24,8,Maintain settings,13,29,1,2025,2,5,1,0
B1,5,Zone-2,Room-133,Weekday,Winter,25.06,24.04,48.6,1162,47,ON,Ventilation,24,90,12.98,692.8,4.05,0.15,1.73,83.39,68.38,77.9,81.72,24,8,Increase HVAC setpoint,14,29,1,2025,2,5,1,0
B1,2,Zone-1,Room-113,Weekday,Winter,24.43,26.81,43.2,1074,40,ON,Cooling,24,90,12.2,565.7,3.85,0.15,1.41,80.36,65.9,84.0,80.24,24,8,Dim lighting,15,29,1,2025,2,5,1,0
B1,5,Zone-7,Room-114,Weekday,Winter,24.39,28.37,57.2,1164,47,ON,Cooling,24,90,13.2,400.0,3.34,0.15,1.0,90.26,74.01,80.1,90.43,24,8,Increase ventilation,16,29,1,2025,2,5,1,0
B1,5,Zone-7,Room-116,Weekday,Winter,24.48,28.81,51.6,1260,52,ON,Cooling,24,90,14.69,207.1,1.4,0.15,0.52,94.91,77.83,76.4,95.03,24,8,Shift non-critical loads,17,29,1,2025,2,5,1,0
B1,4,Zone-3,Room-136,Weekday,Winter,23.5,31.07,58.3,485,3,ON,Cooling,24,60,5.8,0.0,2.61,0.18,0.0,53.26,43.67,95.8,52.91,25,12,Decrease HVAC setpoint,18,29,1,2025,2,5,1,0
B1,2,Zone-3,Room-118,Weekday,Winter,24.13,30.5,43.6,603,12,ON,Cooling,24,60,7.5,0.0,3.67,0.18,0.0,60.09,49.27,98.1,61.92,24,8,Dim lighting,19,29,1,2025,2,5,1,0
B1,1,Zone-1,Room-121,Weekday,Winter,23.91,32.09,44.3,558,10,ON,Cooling,24,60,7.15,0.0,1.22,0.18,0.0,60.58,49.68,98.4,58.72,24,8,Increase HVAC setpoint,20,29,1,2025,2,5,1,0
B1,5,Zone-8,Room-123,Weekday,Winter,24.25,30.22,47.5,534,6,ON,Cooling,24,60,5.95,0.0,3.37,0.18,0.0,52.63,43.16,98.2,53.77,25,12,Decrease HVAC setpoint,21,29,1,2025,2,5,1,0
B1,5,Zone-8,Room-147,Weekday,Winter,23.51,29.62,60.6,539,8,ON,Cooling,24,60,6.75,0.0,1.86,0.18,0.0,54.95,45.06,95.4,55.54,25,12,Increase ventilation,22,29,1,2025,2,5,1,0
